14.csv;US-AK;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-AL;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-AR;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-AZ;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-CA;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-CO;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-CT;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-DC;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-DE;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-FL;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-GA;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-HI;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-IA;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-ID;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-IL;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-IN;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-KS;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-KY;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-LA;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-MA;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-MD;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-ME;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-MI;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-MN;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-MO;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-MS;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-MT;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-NC;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-ND;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-NE;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-NH;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-NJ;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-NM;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-NV;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-NY;1,0.0;0.6731176;0.6731176;0.6731176;0.6731176;
14.csv;US-OH;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-OK;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-OR;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-PA;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-RI;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-SC;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-SD;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-TN;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-TX;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-UT;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
14.csv;US-VA;1,0.15543158;0.15543158;0.15543158;0.15543158;0.15543158;
